File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Restricted	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF559DXJ	tsv	gene quantifications	ENCSR144UVO	RNA-seq	UBERON:0001383	muscle of leg	tissue	Homo sapiens					polyadenylated mRNA		see document			False	2013-07-31	Roadmap				1							ENCFF662XDV, ENCFF940AZB	9798849	ENCODE Processing Pipeline	31413da08e6de88c97aff0889f6a0910		https://www.encodeproject.org/files/ENCFF559DXJ/@@download/ENCFF559DXJ.tsv	GRCh38			released		inconsistent platforms	missing RIN, inconsistent assay_term_name, sequencing runs labeled as technical replicates	insufficient read length, insufficient read depth	
ENCFF059VHD	tsv	gene quantifications	ENCSR144UVO	RNA-seq	UBERON:0001383	muscle of leg	tissue	Homo sapiens					polyadenylated mRNA		see document			False	2013-07-31	Roadmap				1							ENCFF381USX, ENCFF940AZB	10175083	ENCODE Processing Pipeline	839b06f0b5a47b4e088c1b6237e8d697		https://www.encodeproject.org/files/ENCFF059VHD/@@download/ENCFF059VHD.tsv	GRCh38			released		inconsistent platforms	missing RIN, inconsistent assay_term_name, sequencing runs labeled as technical replicates	insufficient read length, insufficient read depth	
ENCFF125ZRZ	tsv	gene quantifications	ENCSR144UVO	RNA-seq	UBERON:0001383	muscle of leg	tissue	Homo sapiens					polyadenylated mRNA		see document			False	2013-07-31	Roadmap				1							ENCFF019SYX, ENCFF826ONU	9443326	ENCODE Processing Pipeline	66e73d7fd8b77ee6937fd32e945f659d		https://www.encodeproject.org/files/ENCFF125ZRZ/@@download/ENCFF125ZRZ.tsv	hg19			released		inconsistent platforms	missing RIN, inconsistent assay_term_name, sequencing runs labeled as technical replicates	insufficient read length, insufficient read depth	
ENCFF714BPZ	tsv	gene quantifications	ENCSR144UVO	RNA-seq	UBERON:0001383	muscle of leg	tissue	Homo sapiens					polyadenylated mRNA		see document			False	2013-07-31	Roadmap				1							ENCFF599LBF, ENCFF826ONU	9797933	ENCODE Processing Pipeline	5fdb632925fd10b71dbc320e9174dc8a		https://www.encodeproject.org/files/ENCFF714BPZ/@@download/ENCFF714BPZ.tsv	hg19			released		inconsistent platforms	missing RIN, inconsistent assay_term_name, sequencing runs labeled as technical replicates	insufficient read length, insufficient read depth	
ENCFF461BKM	tsv	gene quantifications	ENCSR022BYE	RNA-seq	CL:0000451	dendritic cell	in vitro differentiated cells	Homo sapiens	Lipopolysaccharide	0 ng/mL	0 hour		RNA		RNeasy Plus Mini Kit Qiagen cat#74134 plus additional on column Dnase treatment			False	2017-01-19	GGR				1	1						ENCFF123SSX, ENCFF340STZ, ENCFF446LHV, ENCFF484VOS, ENCFF550VOB, ENCFF904HZM	1571105	Manuel Garber, UMass	0d625ef041ea93f3a1d998e319b3a38d		https://www.encodeproject.org/files/ENCFF461BKM/@@download/ENCFF461BKM.tsv	hg19	Illumina HiSeq 2000		released			missing RIN	unreplicated experiment	
ENCFF775DYT	tsv	gene quantifications	ENCSR510QZW	RNA-seq	EFO:0005723	GM23248	cell line	Homo sapiens					polyadenylated mRNA		Ambion mirVana	Ambion mirVana		False	2016-05-03	ENCODE				1							ENCFF656YPD, ENCFF940AZB	10031338	ENCODE Processing Pipeline	e3b8d58393e5c5e23d1d09f551443cc1		https://www.encodeproject.org/files/ENCFF775DYT/@@download/ENCFF775DYT.tsv	GRCh38			archived			missing RIN		
ENCFF341SCS	tsv	gene quantifications	ENCSR510QZW	RNA-seq	EFO:0005723	GM23248	cell line	Homo sapiens					polyadenylated mRNA		Ambion mirVana	Ambion mirVana		False	2016-05-03	ENCODE				2							ENCFF920BRU, ENCFF940AZB	10032734	ENCODE Processing Pipeline	64b78fe97b53ffa246157187d23f3c00		https://www.encodeproject.org/files/ENCFF341SCS/@@download/ENCFF341SCS.tsv	GRCh38			archived			missing RIN		
ENCFF833SXA	tsv	gene quantifications	ENCSR510QZW	RNA-seq	EFO:0005723	GM23248	cell line	Homo sapiens					polyadenylated mRNA		Ambion mirVana	Ambion mirVana		False	2016-05-03	ENCODE				1							ENCFF130WOZ, ENCFF826ONU	9670220	ENCODE Processing Pipeline	6bd5e1171703eb744e735ff9e382026a		https://www.encodeproject.org/files/ENCFF833SXA/@@download/ENCFF833SXA.tsv	hg19			archived			missing RIN		
ENCFF818LFV	tsv	gene quantifications	ENCSR510QZW	RNA-seq	EFO:0005723	GM23248	cell line	Homo sapiens					polyadenylated mRNA		Ambion mirVana	Ambion mirVana		False	2016-05-03	ENCODE				2							ENCFF120GMX, ENCFF826ONU	9670858	ENCODE Processing Pipeline	b04f838f026d2957df37a88763091c31		https://www.encodeproject.org/files/ENCFF818LFV/@@download/ENCFF818LFV.tsv	hg19			archived			missing RIN		
ENCFF437IPG	tsv	gene quantifications	ENCSR510QZW	RNA-seq	EFO:0005723	GM23248	cell line	Homo sapiens					polyadenylated mRNA		Ambion mirVana	Ambion mirVana		False	2016-05-03	ENCODE				1							ENCFF940AZB, ENCFF957TNW	10031406	ENCODE Processing Pipeline	a188a9433928f2d12914919058f1c4f5		https://www.encodeproject.org/files/ENCFF437IPG/@@download/ENCFF437IPG.tsv	GRCh38			released			missing RIN		
ENCFF591BFQ	tsv	gene quantifications	ENCSR510QZW	RNA-seq	EFO:0005723	GM23248	cell line	Homo sapiens					polyadenylated mRNA		Ambion mirVana	Ambion mirVana		False	2016-05-03	ENCODE				2							ENCFF757HZD, ENCFF940AZB	10032238	ENCODE Processing Pipeline	c6b63fcc876b2c1dab3c60c15960c7e1		https://www.encodeproject.org/files/ENCFF591BFQ/@@download/ENCFF591BFQ.tsv	GRCh38			released			missing RIN		
ENCFF830AEN	tsv	gene quantifications	ENCSR510QZW	RNA-seq	EFO:0005723	GM23248	cell line	Homo sapiens					polyadenylated mRNA		Ambion mirVana	Ambion mirVana		False	2016-05-03	ENCODE				1							ENCFF348SEA, ENCFF826ONU	9670215	ENCODE Processing Pipeline	67d7f75dc654bc850c2dfa9614d04c9d		https://www.encodeproject.org/files/ENCFF830AEN/@@download/ENCFF830AEN.tsv	hg19			released			missing RIN		
ENCFF213LWA	tsv	gene quantifications	ENCSR510QZW	RNA-seq	EFO:0005723	GM23248	cell line	Homo sapiens					polyadenylated mRNA		Ambion mirVana	Ambion mirVana		False	2016-05-03	ENCODE				2							ENCFF826ONU, ENCFF991SCO	9670870	ENCODE Processing Pipeline	4d8b9fd9b5d1b412f8b98ca83fe8a960		https://www.encodeproject.org/files/ENCFF213LWA/@@download/ENCFF213LWA.tsv	hg19			released			missing RIN		
ENCFF720JRI	tsv	gene quantifications	ENCSR321ROU	RNA-seq	UBERON:0018115	left renal pelvis	tissue	Homo sapiens					polyadenylated mRNA		see document			False	2013-07-31	Roadmap				1							ENCFF925ZTD, ENCFF940AZB	10180754	ENCODE Processing Pipeline	00886ce2903de89fad659a2d64e3b0b7		https://www.encodeproject.org/files/ENCFF720JRI/@@download/ENCFF720JRI.tsv	GRCh38			released			missing RIN	insufficient read length	
ENCFF032JQK	tsv	gene quantifications	ENCSR321ROU	RNA-seq	UBERON:0018115	left renal pelvis	tissue	Homo sapiens					polyadenylated mRNA		see document			False	2013-07-31	Roadmap				1							ENCFF826ONU, ENCFF991SIA	9803803	ENCODE Processing Pipeline	06f59008aada511003aa3c6374d300dc		https://www.encodeproject.org/files/ENCFF032JQK/@@download/ENCFF032JQK.tsv	hg19			released			missing RIN	insufficient read length	
ENCFF711LJB	tsv	gene quantifications	ENCSR000CVQ	RNA-seq	CL:0002319	neural cell	in vitro differentiated cells	Homo sapiens					RNA	rRNA	see document	see document		True	2012-07-09	ENCODE				1							ENCFF000JDL, ENCFF426MTM	1508644	ENCODE Processing Pipeline	0c5dd33c1a15d11debf1e4d8d3e0c938		https://www.encodeproject.org/files/ENCFF711LJB/@@download/ENCFF711LJB.tsv	GRCh38			released			missing RIN, mismatched status		
ENCFF826APU	tsv	gene quantifications	ENCSR000CVQ	RNA-seq	CL:0002319	neural cell	in vitro differentiated cells	Homo sapiens					RNA	rRNA	see document	see document		True	2012-07-09	ENCODE				2							ENCFF000JDO, ENCFF426MTM	1507666	ENCODE Processing Pipeline	3f32e85b938a4a8f664b37a37641108d		https://www.encodeproject.org/files/ENCFF826APU/@@download/ENCFF826APU.tsv	GRCh38			released			missing RIN, mismatched status		
ENCFF418JXQ	tsv	gene quantifications	ENCSR000CVQ	RNA-seq	CL:0002319	neural cell	in vitro differentiated cells	Homo sapiens					RNA	rRNA	see document	see document		True	2012-07-09	ENCODE				1							ENCFF000JDL, ENCFF048QLB	1432012	ENCODE Processing Pipeline	9bfd3af8a466772b83855553a9ce670b		https://www.encodeproject.org/files/ENCFF418JXQ/@@download/ENCFF418JXQ.tsv	hg19			released			missing RIN, mismatched status		
ENCFF298CXW	tsv	gene quantifications	ENCSR000CVQ	RNA-seq	CL:0002319	neural cell	in vitro differentiated cells	Homo sapiens					RNA	rRNA	see document	see document		True	2012-07-09	ENCODE				2							ENCFF000JDO, ENCFF048QLB	1431116	ENCODE Processing Pipeline	b494d71445024f706560a152791e4f50		https://www.encodeproject.org/files/ENCFF298CXW/@@download/ENCFF298CXW.tsv	hg19			released			missing RIN, mismatched status		
ENCFF033EGX	tsv	gene quantifications	ENCSR352GCS	RNA-seq	UBERON:0018116	right renal pelvis	tissue	Homo sapiens					polyadenylated mRNA		see document			False	2013-07-31	Roadmap				1							ENCFF416FET, ENCFF940AZB	10231449	ENCODE Processing Pipeline	cf9a5ce6fce6e62be6a78d367bfd8008		https://www.encodeproject.org/files/ENCFF033EGX/@@download/ENCFF033EGX.tsv	GRCh38			released			missing RIN	insufficient read length	
ENCFF723VOA	tsv	gene quantifications	ENCSR352GCS	RNA-seq	UBERON:0018116	right renal pelvis	tissue	Homo sapiens					polyadenylated mRNA		see document			False	2013-07-31	Roadmap				1							ENCFF826ONU, ENCFF925IWN	9852856	ENCODE Processing Pipeline	dbbac07c2bf1649c38b9d81968fd713c		https://www.encodeproject.org/files/ENCFF723VOA/@@download/ENCFF723VOA.tsv	hg19			released			missing RIN	insufficient read length	
ENCFF416NCQ	tsv	gene quantifications	ENCSR919MZM	RNA-seq	CL:2000091	endometrial microvascular endothelial cells	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2015-05-18	ENCODE				1							ENCFF762VPZ, ENCFF826ONU	9498865	ENCODE Processing Pipeline	036b68d2cf1bbf04e175bb63c0bdb402		https://www.encodeproject.org/files/ENCFF416NCQ/@@download/ENCFF416NCQ.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF598YQI	tsv	gene quantifications	ENCSR919MZM	RNA-seq	CL:2000091	endometrial microvascular endothelial cells	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2015-05-18	ENCODE				2							ENCFF797URL, ENCFF826ONU	9488779	ENCODE Processing Pipeline	d700a90cec39cda1172a86776ae37b83		https://www.encodeproject.org/files/ENCFF598YQI/@@download/ENCFF598YQI.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF325DPM	tsv	gene quantifications	ENCSR919MZM	RNA-seq	CL:2000091	endometrial microvascular endothelial cells	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2015-05-18	ENCODE				2							ENCFF844UFW, ENCFF940AZB	9846094	ENCODE Processing Pipeline	37086382d8f12eeae76a4d823d92828e		https://www.encodeproject.org/files/ENCFF325DPM/@@download/ENCFF325DPM.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF564EGR	tsv	gene quantifications	ENCSR919MZM	RNA-seq	CL:2000091	endometrial microvascular endothelial cells	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2015-05-18	ENCODE				1							ENCFF776NZC, ENCFF940AZB	9857748	ENCODE Processing Pipeline	46ce08d91475bf9bdfab2408669edbd9		https://www.encodeproject.org/files/ENCFF564EGR/@@download/ENCFF564EGR.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF018XHI	tsv	gene quantifications	ENCSR815UVL	RNA-seq	CL:2000071	mammary microvascular endothelial cell	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2015-05-18	ENCODE				1							ENCFF251PBE, ENCFF826ONU	9504029	ENCODE Processing Pipeline	8068b061d142a02b2c80b1b85ae99346		https://www.encodeproject.org/files/ENCFF018XHI/@@download/ENCFF018XHI.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF742XJQ	tsv	gene quantifications	ENCSR815UVL	RNA-seq	CL:2000071	mammary microvascular endothelial cell	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2015-05-18	ENCODE				2							ENCFF458TRV, ENCFF826ONU	9530321	ENCODE Processing Pipeline	18640c56ac33b82b73b523ed5aace713		https://www.encodeproject.org/files/ENCFF742XJQ/@@download/ENCFF742XJQ.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF674SRB	tsv	gene quantifications	ENCSR815UVL	RNA-seq	CL:2000071	mammary microvascular endothelial cell	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2015-05-18	ENCODE				1							ENCFF301BCH, ENCFF940AZB	9863607	ENCODE Processing Pipeline	dae91760ed721bda8d12654ac0b3b339		https://www.encodeproject.org/files/ENCFF674SRB/@@download/ENCFF674SRB.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF176IZX	tsv	gene quantifications	ENCSR815UVL	RNA-seq	CL:2000071	mammary microvascular endothelial cell	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2015-05-18	ENCODE				2							ENCFF631JLA, ENCFF940AZB	9892815	ENCODE Processing Pipeline	ac86e33524c5efe901b207badbfbd8a8		https://www.encodeproject.org/files/ENCFF176IZX/@@download/ENCFF176IZX.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF219ECV	tsv	gene quantifications	ENCSR905LVO	RNA-seq	CL:0001054	CD14-positive monocyte	primary cell	Homo sapiens					polyadenylated mRNA		see document			False	2013-07-31	Roadmap				1							ENCFF633HDW, ENCFF940AZB	10058771	ENCODE Processing Pipeline	f71708a222061917e9069b7e657386ce		https://www.encodeproject.org/files/ENCFF219ECV/@@download/ENCFF219ECV.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF248RZF	tsv	gene quantifications	ENCSR905LVO	RNA-seq	CL:0001054	CD14-positive monocyte	primary cell	Homo sapiens					polyadenylated mRNA		see document			False	2013-07-31	Roadmap				1							ENCFF032CVP, ENCFF826ONU	9716804	ENCODE Processing Pipeline	762b7c7e5b7cf7ea885ca71627b9aabf		https://www.encodeproject.org/files/ENCFF248RZF/@@download/ENCFF248RZF.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF858BYE	tsv	gene quantifications	ENCSR286KWP	RNA-seq	UBERON:0000059	large intestine	tissue	Homo sapiens					polyadenylated mRNA		see document			False	2013-07-31	Roadmap				1							ENCFF788DBD, ENCFF940AZB	10186815	ENCODE Processing Pipeline	38a1566c8a779d61ac190f41abf19a44		https://www.encodeproject.org/files/ENCFF858BYE/@@download/ENCFF858BYE.tsv	GRCh38			released			missing RIN	insufficient read length	
ENCFF646FPF	tsv	gene quantifications	ENCSR286KWP	RNA-seq	UBERON:0000059	large intestine	tissue	Homo sapiens					polyadenylated mRNA		see document			False	2013-07-31	Roadmap				1							ENCFF320JMQ, ENCFF826ONU	9809477	ENCODE Processing Pipeline	6518e5799bc3089a6c7ce47650c35ba5		https://www.encodeproject.org/files/ENCFF646FPF/@@download/ENCFF646FPF.tsv	hg19			released			missing RIN	insufficient read length	
ENCFF668ABT	tsv	gene quantifications	ENCSR000BYH	RNA-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	1 nM	1 hour		polyadenylated mRNA		see document	see document		False	2012-02-23	ENCODE				1							ENCFF718VIN, ENCFF940AZB	10162950	ENCODE Processing Pipeline	5f95ff5721e9f5ffc787c73637c367b5		https://www.encodeproject.org/files/ENCFF668ABT/@@download/ENCFF668ABT.tsv	GRCh38			released		missing spikeins	missing RIN, biological replicates with identical biosample	insufficient read length	
ENCFF387NBC	tsv	gene quantifications	ENCSR000BYH	RNA-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	1 nM	1 hour		polyadenylated mRNA		see document	see document		False	2012-02-23	ENCODE				2							ENCFF940AZB, ENCFF946LIN	10164881	ENCODE Processing Pipeline	f1ff720e1125fcd3d58be25380979b02		https://www.encodeproject.org/files/ENCFF387NBC/@@download/ENCFF387NBC.tsv	GRCh38			released		missing spikeins	missing RIN, biological replicates with identical biosample	insufficient read length	
ENCFF335DQU	tsv	gene quantifications	ENCSR000BYH	RNA-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	1 nM	1 hour		polyadenylated mRNA		see document	see document		False	2012-02-23	ENCODE				1							ENCFF017ULF, ENCFF826ONU	9786734	ENCODE Processing Pipeline	79efef814075f554bbfa586f2f934859		https://www.encodeproject.org/files/ENCFF335DQU/@@download/ENCFF335DQU.tsv	hg19			released		missing spikeins	missing RIN, biological replicates with identical biosample	insufficient read length	
ENCFF063NWQ	tsv	gene quantifications	ENCSR000BYH	RNA-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	1 nM	1 hour		polyadenylated mRNA		see document	see document		False	2012-02-23	ENCODE				2							ENCFF826ONU, ENCFF931JMD	9788237	ENCODE Processing Pipeline	4f2c5fa89de4290be259364bfca02945		https://www.encodeproject.org/files/ENCFF063NWQ/@@download/ENCFF063NWQ.tsv	hg19			released		missing spikeins	missing RIN, biological replicates with identical biosample	insufficient read length	
ENCFF922LIV	tsv	gene quantifications	ENCSR552EGO	RNA-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens					polyadenylated mRNA		see document	see document		True	2011-02-08	ENCODE				1							ENCFF940AZB, ENCFF974XQT	10077391	ENCODE Processing Pipeline	47c8b8ff376890b28402ef575a4d88d5		https://www.encodeproject.org/files/ENCFF922LIV/@@download/ENCFF922LIV.tsv	GRCh38			released			missing RIN	missing spikeins, insufficient read depth	
ENCFF101GPJ	tsv	gene quantifications	ENCSR552EGO	RNA-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens					polyadenylated mRNA		see document	see document		True	2011-02-08	ENCODE				2							ENCFF336AXA, ENCFF940AZB	10087495	ENCODE Processing Pipeline	9922dff9b189c6b26bbb5a899ce44609		https://www.encodeproject.org/files/ENCFF101GPJ/@@download/ENCFF101GPJ.tsv	GRCh38			released			missing RIN	missing spikeins, insufficient read depth	
ENCFF068QXI	tsv	gene quantifications	ENCSR552EGO	RNA-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens					polyadenylated mRNA		see document	see document		True	2011-02-08	ENCODE				2							ENCFF826ONU, ENCFF915ZBH	9702091	ENCODE Processing Pipeline	d688c9bf15700bde05aef9f19f1956b2		https://www.encodeproject.org/files/ENCFF068QXI/@@download/ENCFF068QXI.tsv	hg19			released			missing RIN	missing spikeins, insufficient read depth	
ENCFF051IJZ	tsv	gene quantifications	ENCSR552EGO	RNA-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens					polyadenylated mRNA		see document	see document		True	2011-02-08	ENCODE				1							ENCFF477MVC, ENCFF826ONU	9691894	ENCODE Processing Pipeline	cffa4e0bd0038ea4d6c50840b4b26b34		https://www.encodeproject.org/files/ENCFF051IJZ/@@download/ENCFF051IJZ.tsv	hg19			released			missing RIN	missing spikeins, insufficient read depth	
ENCFF435PHN	tsv	gene quantifications	ENCSR880XLM	RNA-seq	UBERON:0001987	placenta	tissue	Homo sapiens					polyadenylated mRNA		see document			False	2013-07-31	Roadmap				1							ENCFF566NKV, ENCFF940AZB	10048760	ENCODE Processing Pipeline	7b71844e1c2b6a8701bcf06b904120a3		https://www.encodeproject.org/files/ENCFF435PHN/@@download/ENCFF435PHN.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF983NLH	tsv	gene quantifications	ENCSR880XLM	RNA-seq	UBERON:0001987	placenta	tissue	Homo sapiens					polyadenylated mRNA		see document			False	2013-07-31	Roadmap				1							ENCFF826ONU, ENCFF954HQI	9688751	ENCODE Processing Pipeline	0d810c8e1443deb03f53e77d2e64203b		https://www.encodeproject.org/files/ENCFF983NLH/@@download/ENCFF983NLH.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF249OGG	tsv	gene quantifications	ENCSR828LSC	RNA-seq	NTR:0000711	neural progenitor cell	in vitro differentiated cells	Homo sapiens					RNA	rRNA	see document	see document		True	2015-01-08	ENCODE				1							ENCFF193XIP, ENCFF982OYH	1404367	ENCODE Processing Pipeline	f11377a95cbf806d668c169e5db738f2		https://www.encodeproject.org/files/ENCFF249OGG/@@download/ENCFF249OGG.tsv	hg19			released			missing RIN, NTR biosample		
ENCFF190EUN	tsv	gene quantifications	ENCSR828LSC	RNA-seq	NTR:0000711	neural progenitor cell	in vitro differentiated cells	Homo sapiens					RNA	rRNA	see document	see document		True	2015-01-08	ENCODE				2							ENCFF982OYH, ENCFF994BMY	1402244	ENCODE Processing Pipeline	42fb59538f2b83f57a08bceb2391e573		https://www.encodeproject.org/files/ENCFF190EUN/@@download/ENCFF190EUN.tsv	hg19			released			missing RIN, NTR biosample		
ENCFF679UJV	tsv	gene quantifications	ENCSR828LSC	RNA-seq	NTR:0000711	neural progenitor cell	in vitro differentiated cells	Homo sapiens					RNA	rRNA	see document	see document		True	2015-01-08	ENCODE				1							ENCFF193XIP, ENCFF426MTM	1493790	ENCODE Processing Pipeline	77e4ce3dbb12e0d372033f48c2af98ac		https://www.encodeproject.org/files/ENCFF679UJV/@@download/ENCFF679UJV.tsv	GRCh38			released			missing RIN, NTR biosample		
ENCFF849YFL	tsv	gene quantifications	ENCSR828LSC	RNA-seq	NTR:0000711	neural progenitor cell	in vitro differentiated cells	Homo sapiens					RNA	rRNA	see document	see document		True	2015-01-08	ENCODE				2							ENCFF426MTM, ENCFF994BMY	1491632	ENCODE Processing Pipeline	30ca6d4554b3ca1d48fec8c48a0722d3		https://www.encodeproject.org/files/ENCFF849YFL/@@download/ENCFF849YFL.tsv	GRCh38			released			missing RIN, NTR biosample		
